App No,Type,App Date,Status,FRU Interview Scheduled,Drug Test,WAV Course,Defensive Driving,Driver Exam,Medical Clearance Form,Other Requirements,Last Updated
5711071,HDR,07/17/2016,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Open items needed. E-mail newdriverapp@tlc.nyc.gov for more information,11/09/2016 06:11:34 PM
5721419,HDR,08/25/2016,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5710990,HDR,07/16/2016,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5736340,HDR,10/20/2016,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5724624,HDR,09/08/2016,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5726441,HDR,09/15/2016,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5714663,HDR,08/01/2016,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Open items needed. E-mail newdriverapp@tlc.nyc.gov for more information,11/09/2016 06:11:34 PM
5737670,HDR,10/25/2016,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Complete,Not Applicable,11/09/2016 06:11:34 PM
5715519,HDR,08/03/2016,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5736086,HDR,10/19/2016,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5737669,HDR,10/25/2016,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5718668,HDR,08/16/2016,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5737359,HDR,10/24/2016,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,11/09/2016 06:11:34 PM
5712886,HDR,07/25/2016,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Complete,Not Applicable,11/09/2016 06:11:34 PM
5738175,HDR,10/27/2016,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5727935,HDR,09/21/2016,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5736035,HDR,10/19/2016,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5729240,HDR,09/27/2016,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5724153,HDR,09/07/2016,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5732348,HDR,10/06/2016,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5732881,HDR,10/07/2016,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5734871,HDR,10/15/2016,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Needed,Not Applicable,11/09/2016 06:11:34 PM
5728497,HDR,09/23/2016,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5718806,HDR,08/16/2016,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5720471,PDR,08/23/2016,Under Review,Not Applicable,Not Applicable,Not Applicable,Complete,Not Applicable,Not Applicable,Not Applicable,11/09/2016 06:11:34 PM
5705913,HDR,06/21/2016,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,11/09/2016 06:11:34 PM
5731090,HDR,10/03/2016,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Open items needed. E-mail newdriverapp@tlc.nyc.gov for more information,11/09/2016 06:11:34 PM
5714829,HDR,08/01/2016,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Not Applicable,11/09/2016 06:11:34 PM
5727880,HDR,09/21/2016,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5728866,HDR,09/25/2016,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5731369,HDR,10/03/2016,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5736286,HDR,10/20/2016,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5715399,HDR,08/03/2016,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5717602,HDR,08/11/2016,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5740724,HDR,11/04/2016,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5711582,HDR,07/20/2016,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Open items needed. E-mail newdriverapp@tlc.nyc.gov for more information,11/09/2016 06:11:34 PM
5708921,HDR,07/07/2016,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5707168,HDR,06/28/2016,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,11/09/2016 06:11:34 PM
5731178,HDR,10/03/2016,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5740070,HDR,11/02/2016,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5728170,HDR,09/22/2016,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5719837,HDR,08/19/2016,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5728594,HDR,09/23/2016,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5741276,HDR,11/08/2016,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5717448,HDR,08/11/2016,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,11/09/2016 06:11:34 PM
5722797,HDR,08/31/2016,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5736899,HDR,10/22/2016,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5731557,HDR,10/04/2016,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5714071,HDR,07/28/2016,Incomplete,Not Applicable,Needed,Complete,Needed,Complete,Needed,Not Applicable,11/09/2016 06:11:34 PM
5705584,HDR,06/20/2016,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5729464,HDR,09/27/2016,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,11/09/2016 06:11:34 PM
5727545,HDR,09/20/2016,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5719892,HDR,08/20/2016,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5715835,HDR,08/04/2016,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5739982,HDR,11/02/2016,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5716507,HDR,08/08/2016,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5716501,HDR,08/08/2016,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5716239,HDR,08/06/2016,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5713168,HDR,07/26/2016,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Open items needed. E-mail newdriverapp@tlc.nyc.gov for more information,11/09/2016 06:11:34 PM
5725590,HDR,09/13/2016,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5738751,HDR,10/29/2016,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5733602,HDR,10/11/2016,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5734995,HDR,10/17/2016,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5723989,HDR,09/06/2016,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5740687,HDR,11/04/2016,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5739922,HDR,11/02/2016,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5740849,HDR,11/06/2016,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5741434,HDR,11/09/2016,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5730182,HDR,09/29/2016,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5733097,HDR,10/10/2016,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5736744,HDR,10/21/2016,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5736348,HDR,10/20/2016,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5719590,HDR,08/19/2016,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5733935,HDR,10/12/2016,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,11/09/2016 06:11:34 PM
5734968,HDR,10/16/2016,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5720645,HDR,08/23/2016,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,11/09/2016 06:11:34 PM
5734323,HDR,10/13/2016,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5727774,HDR,09/21/2016,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Open items needed. E-mail newdriverapp@tlc.nyc.gov for more information,11/09/2016 06:11:34 PM
5727985,HDR,09/21/2016,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Open items needed. E-mail newdriverapp@tlc.nyc.gov for more information,11/09/2016 06:11:34 PM
5702840,HDR,06/07/2016,Denied,Not Applicable,Needed,Complete,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5730860,HDR,10/02/2016,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5728142,HDR,09/22/2016,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5733553,HDR,10/11/2016,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5724190,HDR,09/07/2016,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5733605,HDR,10/11/2016,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5731614,HDR,10/04/2016,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,11/09/2016 06:11:34 PM
5719417,HDR,08/18/2016,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5708460,HDR,07/05/2016,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5705621,HDR,06/20/2016,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,11/09/2016 06:11:34 PM
5726825,HDR,09/17/2016,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5731042,HDR,10/03/2016,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5734981,HDR,10/16/2016,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5736201,HDR,10/20/2016,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Complete,Not Applicable,11/09/2016 06:11:34 PM
5716486,HDR,08/08/2016,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,11/09/2016 06:11:34 PM
5715984,HDR,08/05/2016,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Not Applicable,11/09/2016 06:11:34 PM
5726606,HDR,09/16/2016,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5720716,HDR,08/23/2016,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,11/09/2016 06:11:34 PM
5733579,HDR,10/11/2016,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5726774,HDR,09/17/2016,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Open items needed. E-mail newdriverapp@tlc.nyc.gov for more information,11/09/2016 06:11:34 PM
5725711,HDR,09/13/2016,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,11/09/2016 06:11:34 PM
5741243,HDR,11/08/2016,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5728739,HDR,09/24/2016,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,11/09/2016 06:11:34 PM
5729497,HDR,09/27/2016,Incomplete,Not Applicable,Complete,Needed,Needed,Complete,Needed,Not Applicable,11/09/2016 06:11:34 PM
5731540,HDR,10/04/2016,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5739640,HDR,11/01/2016,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5718614,HDR,08/16/2016,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Needed,Not Applicable,11/09/2016 06:11:34 PM
5733192,HDR,10/10/2016,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5725394,HDR,09/12/2016,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5740092,HDR,11/02/2016,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5732953,HDR,10/08/2016,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5730786,HDR,10/01/2016,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5712462,HDR,07/22/2016,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5723592,HDR,09/03/2016,Incomplete,Not Applicable,Complete,Needed,Needed,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5722587,HDR,08/30/2016,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5730149,HDR,09/29/2016,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5732468,HDR,10/06/2016,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5724160,HDR,09/07/2016,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5722428,HDR,08/30/2016,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5713473,HDR,07/27/2016,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5726846,HDR,09/18/2016,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Open items needed. E-mail newdriverapp@tlc.nyc.gov for more information,11/09/2016 06:11:34 PM
5718001,HDR,08/13/2016,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable,11/09/2016 06:11:34 PM
5717241,HDR,08/10/2016,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5726790,HDR,09/17/2016,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5739269,HDR,10/31/2016,Incomplete,Not Applicable,Needed,Needed,Needed,Complete,Needed,Not Applicable,11/09/2016 06:11:34 PM
5710415,HDR,07/14/2016,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5722477,HDR,08/30/2016,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5723774,HDR,09/06/2016,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5730762,HDR,10/01/2016,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,11/09/2016 06:11:34 PM
5728658,HDR,09/23/2016,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5736591,HDR,10/21/2016,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,11/09/2016 06:11:34 PM
5733556,HDR,10/11/2016,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5738390,HDR,10/27/2016,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5733925,HDR,10/12/2016,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5728483,PDR,09/23/2016,Under Review,Not Applicable,Not Applicable,Not Applicable,Complete,Not Applicable,Not Applicable,Not Applicable,11/09/2016 06:11:34 PM
5724264,HDR,09/07/2016,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,11/09/2016 06:11:34 PM
5723135,HDR,09/01/2016,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable,11/09/2016 06:11:34 PM
5741485,HDR,11/09/2016,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5704783,HDR,06/16/2016,Denied,Not Applicable,Needed,Complete,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5732748,HDR,10/07/2016,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable,11/09/2016 06:11:34 PM
5741227,HDR,11/08/2016,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5733619,HDR,10/11/2016,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5727468,HDR,09/20/2016,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5709388,HDR,07/09/2016,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5734557,HDR,10/14/2016,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Complete,Not Applicable,11/09/2016 06:11:34 PM
5736478,HDR,10/20/2016,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Not Applicable,11/09/2016 06:11:34 PM
5717237,HDR,08/10/2016,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
5728080,HDR,09/22/2016,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/09/2016 06:11:34 PM
